Date,Depth,Treatment,YMo,Plot,ARQ,dC13_permil,CO2_ppm,UID,dC13corr_permil,Temp_C,VWC
6/28/16,90,Heated,2016 6,3,NA,-23.038,26587.72518,3Heated90,-27.50878758,17.33875,0.234919045
8/3/16,30,Control,2016 8,1,0.9,-23.3845064,5547.36797,1Control30,-28.66245628,19.31666667,0.207861303
8/3/16,30,Heated,2016 8,1,0.855,-23.14086528,6298.336955,1Heated30,-28.27580545,23.08673611,NA
8/3/16,50,Control,2016 8,1,NA,-22.476,7263.905696,1Control50,-27.45427843,18.34104167,0.229555143
8/3/16,50,Heated,2016 8,1,NA,-22.529,9519.34216,1Heated50,-27.33715064,22.299375,0.243488368
8/3/16,70,Control,2016 8,1,NA,-22.621,11954.80999,1Control70,-27.32101812,NA,NA
8/3/16,70,Heated,2016 8,1,NA,-22.457,12703.09064,1Heated70,-27.12689689,NA,NA
8/3/16,90,Control,2016 8,1,0.965,-22.571,14746.90475,1Control90,-27.18837572,16.37854167,0.217863443
8/3/16,90,Heated,2016 8,1,0.945,-22.386,15624.16502,1Heated90,-26.97993946,19.93041667,0.208341713
8/3/16,30,Control,2016 8,2,0.845,-23.71481019,5775.403437,2Control30,-28.97368601,16.99875,0.186944802
8/3/16,30,Heated,2016 8,2,0.94,-23.78415608,4681.703098,2Heated30,-29.30043401,20.30652778,0.189812983
8/3/16,50,Control,2016 8,2,NA,-23.004,7720.440695,2Control50,-27.96565665,15.74791667,0.213908185
8/3/16,50,Heated,2016 8,2,NA,-22.473,7531.256751,2Heated50,-27.42500847,19.73625,0.211246524
8/3/16,70,Control,2016 8,2,NA,-23.528,11070.01633,2Control70,-28.293079,NA,NA
8/3/16,70,Heated,2016 8,2,NA,-22.637,10149.35716,2Heated70,-27.41513349,NA,NA
8/3/16,90,Control,2016 8,2,0.89,-23.854,13310.50482,2Control90,-28.543223,13.93708333,0.241552148
8/3/16,90,Heated,2016 8,2,0.93,-22.551,12557.22758,2Heated90,-27.22825878,17.61145833,0.161577561
8/3/16,30,Control,2016 8,3,0.975,-21.49391267,5573.941222,3Control30,-26.6273852,19.31666667,0.207861303
8/3/16,30,Heated,2016 8,3,0.985,-20.3579754,6617.925864,3Heated30,-25.28031615,23.08673611,0.213097504
8/3/16,50,Control,2016 8,3,NA,-23.195,7930.185149,3Control50,-28.14706199,18.34104167,0.229555143
8/3/16,50,Heated,2016 8,3,NA,-22.803,10015.09295,3Heated50,-27.5943156,22.299375,0.243488368
8/3/16,70,Control,2016 8,3,NA,-23.189,10686.02433,3Control70,-27.96046224,NA,NA
8/3/16,70,Heated,2016 8,3,NA,-22.789,12680.00656,3Heated70,-27.46908693,NA,NA
8/3/16,90,Control,2016 8,3,0.95,-23.258,12602.6763,3Control90,-27.95408094,16.37854167,0.217863443
8/3/16,90,Heated,2016 8,3,0.96,-22.321,18733.63084,3Heated90,-26.86098282,19.93041667,0.208341713
9/28/16,30,Control,2016 9,1,NA,-23.41954936,3740.086797,1Control30,-29.24336124,16.89878049,0.192210921
9/28/16,30,Heated,2016 9,1,NA,-23.15645247,4347.470305,1Heated30,-28.71633148,20.80658537,NA
9/28/16,50,Control,2016 9,1,NA,-22.95196461,5705.089984,1Control50,-28.16912132,16.29780488,0.213827224
9/28/16,50,Heated,2016 9,1,NA,-22.83484453,6928.528386,1Heated50,-27.86953594,20.54682927,0.230260729
9/28/16,70,Control,2016 9,1,NA,-22.231,7702.652567,1Control70,-27.15495468,NA,NA
9/28/16,70,Heated,2016 9,1,NA,-21.958,9216.325202,1Heated70,-26.76059213,NA,NA
9/28/16,90,Control,2016 9,1,NA,-22.266,9351.739512,1Control90,-27.07329525,15.57097561,0.205049188
9/28/16,90,Heated,2016 9,1,NA,-22.183,14700.92212,1Heated90,-26.79220128,19.32658537,0.19735254
9/28/16,30,Control,2016 9,2,NA,-23.93182765,3311.303994,2Control30,-30.05260898,16.35895833,0.175685816
9/28/16,30,Heated,2016 9,2,NA,-23.0189568,3296.662675,2Heated30,-29.02566085,19.974375,0.180169678
9/28/16,50,Control,2016 9,2,NA,-23.43459625,5042.756674,2Control50,-28.8254626,15.39541667,0.199102003
9/28/16,50,Heated,2016 9,2,NA,-23.03917885,5615.284774,2Heated50,-28.27886022,19.530625,0.200651921
9/28/16,70,Control,2016 9,2,NA,-22.673,8573.775631,2Control70,-27.54853715,NA,NA
9/28/16,70,Heated,2016 9,2,NA,-22.75183531,7957.266971,2Heated70,-27.67974296,NA,NA
9/28/16,90,Control,2016 9,2,NA,-23.103,11209.70048,2Control90,-27.8477643,14.45458333,0.234036799
9/28/16,90,Heated,2016 9,2,NA,-22.352,9609.705273,2Heated90,-27.14800023,18.15791667,0.15174312
9/28/16,30,Control,2016 9,3,NA,-23.96371461,3609.608436,3Control30,-29.91661973,16.89878049,0.192210921
9/28/16,30,Heated,2016 9,3,NA,-22.43407232,3862.934778,3Heated30,-28.09225822,20.80658537,0.197275495
9/28/16,50,Control,2016 9,3,NA,-23.47014296,5275.675486,3Control50,-28.81058042,16.29780488,0.213827224
9/28/16,50,Heated,2016 9,3,NA,-22.26541467,6264.98076,3Heated50,-27.34876554,20.54682927,0.230260729
9/28/16,70,Control,2016 9,3,NA,-22.803,8109.110351,3Control70,-27.72061419,NA,NA
9/28/16,70,Heated,2016 9,3,NA,-21.75,9168.480084,3Heated70,-26.54675276,NA,NA
9/28/16,90,Control,2016 9,3,NA,-22.921,10448.54911,3Control90,-27.69450824,15.57097561,0.205049188
9/28/16,90,Heated,2016 9,3,NA,-21.941,12565.16218,3Heated90,-26.60042786,19.32658537,0.19735254
10/20/16,30,Control,2016 10,1,NA,-24.36884845,8649.110196,1Control30,-29.31454676,11.11065217,0.305129817
10/20/16,30,Heated,2016 10,1,NA,-21.465,9331.677034,1Heated30,-26.24076799,14.82789855,NA
10/20/16,50,Control,2016 10,1,NA,-24.013,10822.95344,1Control50,-28.80630259,11.51217391,0.341341192
10/20/16,50,Heated,2016 10,1,NA,-21.24,12569.79909,1Heated50,-25.87909935,15.57586957,0.355149652
10/20/16,70,Control,2016 10,1,NA,-23.789,12138.34531,1Control70,-28.51753146,NA,NA
10/20/16,70,Heated,2016 10,1,NA,-21.018,15577.30626,1Heated70,-25.58250522,NA,NA
10/20/16,90,Control,2016 10,1,NA,-23.616,12917.95169,1Control90,-28.31154614,12.64282609,0.286712697
10/20/16,90,Heated,2016 10,1,NA,-20.175,20032.038,1Heated90,-24.66325257,16.5773913,0.282672484
10/20/16,30,Control,2016 10,2,NA,-23.88373044,5979.297326,2Control30,-29.11817382,11.30041667,0.288046966
10/20/16,30,Heated,2016 10,2,NA,-23.89165587,6852.275319,2Heated30,-28.99679104,15.14048611,0.307959518
10/20/16,50,Control,2016 10,2,NA,-24.265,8080.689824,2Control50,-29.25543959,11.73875,0.37615782
10/20/16,50,Heated,2016 10,2,NA,-24.242,11238.11577,2Heated50,-29.02298726,15.593125,0.325060169
10/20/16,70,Control,2016 10,2,NA,-24.1565,13610.11627,2Control70,-28.84427225,NA,NA
10/20/16,70,Heated,2016 10,2,NA,-23.925,10499.01749,2Heated70,-28.73178648,NA,NA
10/20/16,90,Control,2016 10,2,NA,-24.197,15223.12986,2Control90,-28.8407542,12.67583333,0.306425929
10/20/16,90,Heated,2016 10,2,NA,-22.947,9496.267572,2Heated90,-27.77321104,16.08125,0.231596866
10/20/16,30,Control,2016 10,3,NA,-25.757,15635.8037,3Control30,-30.42525754,11.11065217,0.305129817
10/20/16,30,Heated,2016 10,3,NA,-23.888,10957.16057,3Heated30,-28.67048389,14.82789855,0.341083431
10/20/16,50,Control,2016 10,3,NA,-25.36,12008.04553,3Control50,-30.14136882,11.51217391,0.341341192
10/20/16,50,Heated,2016 10,3,NA,-24.171,14570.94714,3Heated50,-28.83111747,15.57586957,0.355149652
10/20/16,70,Control,2016 10,3,NA,-24.165,10642.99913,3Control70,-28.97272983,NA,NA
10/20/16,70,Heated,2016 10,3,NA,-24.064,17464.56121,3Heated70,-28.65670317,NA,NA
10/20/16,90,Control,2016 10,3,NA,-24.067,12261.62442,3Control90,-28.79907632,12.64282609,0.286712697
10/20/16,90,Heated,2016 10,3,NA,-23.822,16433.81912,3Heated90,-28.43008092,16.5773913,0.282672484
12/2/16,30,Control,2016 12,1,NA,-24.404,8639.571624,1Control30,-29.35204528,5.443444444,0.32507915
12/2/16,30,Heated,2016 12,1,NA,-23.902,9469.240767,1Heated30,-28.76817698,9.654814815,NA
12/2/16,50,Control,2016 12,1,NA,-25.017,10627.16262,1Control50,-29.85546107,6.730333333,0.349140274
12/2/16,50,Heated,2016 12,1,NA,-23.981,11532.6364,1Heated50,-28.7402594,11.13944444,0.369211534
12/2/16,70,Control,2016 12,1,NA,-24.879,15151.40923,1Control70,-29.54022639,NA,NA
12/2/16,70,Heated,2016 12,1,NA,-23.453,14165.19809,1Heated70,-28.10656527,NA,NA
12/2/16,90,Control,2016 12,1,NA,-24.85,20686.64313,1Control90,-29.40447566,8.849444444,0.288990918
12/2/16,90,Heated,2016 12,1,NA,-23.765,27920.0758,1Heated90,-28.23401787,13.75888889,0.289486378
12/2/16,30,Control,2016 12,2,NA,-24.79557275,5234.660762,2Control30,-30.24998973,6.009058824,0.303334406
12/2/16,30,Heated,2016 12,2,NA,-25.121,8041.640539,2Heated30,-30.15658986,9.330784314,0.328428267
12/2/16,50,Control,2016 12,2,NA,-24.693,8742.525567,2Control50,-29.64544273,7.772764706,0.38545485
12/2/16,50,Heated,2016 12,2,NA,-25.232,17845.43727,2Heated50,-29.83968281,11.05529412,0.339819811
12/2/16,70,Control,2016 12,2,NA,-24.917,15195.59189,2Control70,-29.57793328,NA,NA
12/2/16,70,Heated,2016 12,2,NA,-25.013,23657.65462,2Heated70,-29.53348056,NA,NA
12/2/16,90,Control,2016 12,2,NA,-24.823,24983.08077,2Control90,-29.32774717,9.812941176,0.309738933
12/2/16,90,Heated,2016 12,2,NA,-25.182,22445.78289,2Heated90,-29.71854389,13.26294118,0.234277856
12/2/16,30,Control,2016 12,3,NA,-25.917,17729.19059,3Control30,-30.53990419,5.443444444,0.32507915
12/2/16,30,Heated,2016 12,3,NA,-24.31,14041.57585,3Heated30,-28.98857921,9.654814815,0.360527323
12/2/16,50,Control,2016 12,3,NA,-26.319,21593.22024,3Control50,-30.8829285,6.730333333,0.349140274
12/2/16,50,Heated,2016 12,3,NA,-24.987,22665.51368,3Heated50,-29.51823582,11.13944444,0.369211534
12/2/16,70,Control,2016 12,3,NA,-26.137,24696.03336,3Control70,-30.66057259,NA,NA
12/2/16,70,Heated,2016 12,3,NA,-25.363,32898.42953,3Heated70,-29.81538667,NA,NA
12/2/16,90,Control,2016 12,3,NA,-25.963,30500.38402,3Control90,-30.43536772,8.849444444,0.288990918
12/2/16,90,Heated,2016 12,3,NA,-25.012,36082.24252,3Heated90,-29.44564341,13.75888889,0.289486378
1/16/17,30,Control,2017 1,1,NA,-23.81422822,6277.102369,1Control30,-28.99559349,2.6326875,0.34217959
1/16/17,30,Heated,2017 1,1,NA,-22.25833755,7179.284825,1Heated30,-27.23329654,6.605423611,NA
1/16/17,50,Control,2017 1,1,NA,-24.851,8554.691886,1Control50,-29.82624578,3.2275,0.349003833
1/16/17,50,Heated,2017 1,1,NA,-22.803,9348.712047,1Heated50,-27.63235241,7.129270833,0.372542466
1/16/17,70,Control,2017 1,1,NA,-24.24,10808.43872,1Control70,-29.04183666,NA,NA
1/16/17,70,Heated,2017 1,1,NA,-22.977,10621.26151,1Heated70,-27.74413711,NA,NA
1/16/17,90,Control,2017 1,1,NA,-24.429,12321.14151,1Control90,-29.16946937,4.281833333,0.288614571
1/16/17,90,Heated,2017 1,1,NA,-22.496,19679.77869,1Heated90,-27.02626272,7.970333333,0.291587528
1/16/17,30,Control,2017 1,2,NA,-24.55732874,8704.575311,2Control30,-29.50687743,3.002208333,0.312493468
1/16/17,30,Heated,2017 1,2,NA,-23.41871286,7848.117647,2Heated30,-28.38934548,6.987645833,0.335759259
1/16/17,50,Control,2017 1,2,NA,-24.07085697,11215.53266,2Control50,-28.8472628,3.86125,0.390252676
1/16/17,50,Heated,2017 1,2,NA,-25.171,9804.426792,2Heated50,-30.06505913,7.784833333,0.343342543
1/16/17,70,Control,2017 1,2,NA,-24.873,16029.58856,2Control70,-29.51220596,NA,NA
1/16/17,70,Heated,2017 1,2,NA,-24.884,13239.49585,2Heated70,-29.60338429,NA,NA
1/16/17,90,Control,2017 1,2,NA,-23.11458727,18334.24665,2Control90,-27.67468268,5.027833333,0.310619189
1/16/17,90,Heated,2017 1,2,NA,-24.13,17277.68952,2Heated90,-28.72750806,8.573333333,0.235594984
1/16/17,30,Control,2017 1,3,NA,-23.42810289,3388.167285,3Control30,-29.43539736,2.6326875,0.34217959
1/16/17,30,Heated,2017 1,3,NA,-23.462,6137.138429,3Heated30,-28.64220641,6.605423611,0.368606592
1/16/17,50,Control,2017 1,3,NA,-25.317,5289.482138,3Control50,-30.79894693,3.2275,0.349003833
1/16/17,50,Heated,2017 1,3,NA,-23.895,11397.82343,3Heated50,-28.65740958,7.129270833,0.372542466
1/16/17,70,Control,2017 1,3,NA,-25.212,10295.47271,3Control70,-30.07659065,NA,NA
1/16/17,70,Heated,2017 1,3,NA,-24.409,11770.58955,3Heated70,-29.17145752,NA,NA
1/16/17,90,Control,2017 1,3,NA,-25.301,12750.05809,3Control90,-30.04993899,4.281833333,0.288614571
1/16/17,90,Heated,2017 1,3,NA,-24.085,13603.8904,3Heated90,-28.77109398,7.970333333,0.291587528
3/17/17,90,Heated,2017 3,2,NA,NA,NA,2Heated90,NA,NA,NA
3/17/17,30,Control,2017 3,1,0.775,-22.756,6862.497832,1Control30,-27.79381941,6.5201875,0.331756888
3/17/17,30,Heated,2017 3,1,0.805,-22.91,7751.717637,1Heated30,-27.86400224,12.41041667,NA
3/17/17,50,Control,2017 3,1,NA,-23.116,8640.99149,1Control50,-28.00645568,5.318354167,0.343591889
3/17/17,50,Heated,2017 3,1,NA,-22.2986302,10456.46574,1Heated50,-27.04948716,10.64541667,0.360523484
3/17/17,70,Control,2017 3,1,NA,-23.619,10057.81562,1Control70,-28.4385985,NA,NA
3/17/17,70,Heated,2017 3,1,NA,-23.174,11844.33144,1Heated70,-27.89514641,NA,NA
3/17/17,90,Control,2017 3,1,0.66,-23.921,10996.42491,1Control90,-28.70271938,4.038041667,0.292516701
3/17/17,90,Heated,2017 3,1,0.75,-23.63,17854.18168,1Heated90,-28.20747928,7.844645833,0.298507807
3/17/17,30,Control,2017 3,2,0.73,-23.80924779,4387.59932,2Control30,-29.4195183,6.942166667,0.30609865
3/17/17,30,Heated,2017 3,2,0.85,-23.945,7497.068256,2Heated30,-28.97755624,10.41930556,0.318482717
3/17/17,50,Control,2017 3,2,NA,-23.88232694,6138.61721,2Control50,-29.09004651,5.556708333,0.379467141
3/17/17,50,Heated,2017 3,2,NA,-24.273,13135.80322,2Heated50,-28.97933787,9.94375,0.325202775
3/17/17,70,Control,2017 3,2,NA,-24.768,9938.508196,2Control70,-29.63799344,NA,NA
3/17/17,70,Heated,2017 3,2,NA,-24.546,15745.16498,2Heated70,-29.18484847,NA,NA
3/17/17,90,Control,2017 3,2,0.735,-24.926,11700.31916,2Control90,-29.7077053,4.516333333,0.307041244
3/17/17,30,Control,2017 3,3,0.61,-25,12341.72637,3Control30,-29.7564686,6.5201875,0.331756888
3/17/17,30,Heated,2017 3,3,0.82,-22.658,13146.8963,3Heated30,-27.31988385,12.41041667,0.346326009
3/17/17,50,Control,2017 3,3,NA,-25.35,13522.5893,3Control50,-30.07201851,5.318354167,0.343591889
3/17/17,50,Heated,2017 3,3,NA,-23.03,17185.66737,3Heated50,-27.60764013,10.64541667,0.360523484
3/17/17,70,Control,2017 3,3,NA,-25.36,13617.01337,3Control70,-30.07904725,NA,NA
3/17/17,70,Heated,2017 3,3,NA,-23.85,19977.45275,3Heated70,-28.39847708,NA,NA
3/17/17,90,Control,2017 3,3,0.445,-25.36,16119.42871,3Control90,-30.00747899,4.038041667,0.292516701
3/17/17,90,Heated,2017 3,3,0.465,-24.47,20050.23965,3Heated90,-29.02748921,7.844645833,0.298507807
4/20/17,30,Control,2017 4,1,NA,-23.623,8277.265912,1Control30,-28.5654584,7.420291667,0.345386995
4/20/17,30,Heated,2017 4,1,NA,-23.986,12662.29605,1Heated30,-28.70083225,12.34604167,NA
4/20/17,50,Control,2017 4,1,NA,-23.788,11516.20181,1Control50,-28.54181,6.879208333,0.353959536
4/20/17,50,Heated,2017 4,1,NA,-24.132,15280.91917,1Heated50,-28.77284189,11.91604167,0.375792004
4/20/17,70,Control,2017 4,1,NA,-24.25655606,12816.34104,1Control70,-28.97354966,NA,NA
4/20/17,70,Heated,2017 4,1,NA,-23.931,16927.51004,1Heated70,-28.53135408,NA,NA
4/20/17,90,Control,2017 4,1,NA,-24.096,13843.82195,1Control90,-28.77504027,6.156916667,0.295111583
4/20/17,90,Heated,2017 4,1,NA,-23.674,18872.06885,1Heated90,-28.23569714,9.87625,0.300882077
4/20/17,30,Control,2017 4,2,NA,-24.88732323,5094.404065,2Control30,-30.3845997,6.813755556,0.313647156
4/20/17,30,Heated,2017 4,2,NA,-24.752,8753.156101,2Heated30,-29.70617078,10.49481481,0.337741902
4/20/17,50,Control,2017 4,2,NA,-25.00724265,6817.744072,2Control50,-30.18216589,6.474866667,0.392082286
4/20/17,50,Heated,2017 4,2,NA,-24.871,14070.99447,2Heated50,-29.56281847,10.49755556,0.344463198
4/20/17,70,Control,2017 4,2,NA,-25.007,11741.41094,2Control70,-29.78938479,NA,NA
4/20/17,70,Heated,2017 4,2,NA,-24.852,17128.5524,2Heated70,-29.4666447,NA,NA
4/20/17,90,Control,2017 4,2,NA,-24.759,12295.04759,2Control90,-29.51024926,6.146666667,0.312181833
4/20/17,30,Control,2017 4,3,NA,-25.277,19470.01652,3Control30,-29.85667913,7.420291667,0.345386995
4/20/17,30,Heated,2017 4,3,NA,-23.906,15614.17917,3Heated30,-28.53381874,12.34604167,0.365670211
4/20/17,50,Control,2017 4,3,NA,-25.571,17373.07598,3Control50,-30.1946561,6.879208333,0.353959536
4/20/17,50,Heated,2017 4,3,NA,-24.254,15168.3261,3Heated50,-28.90043262,11.91604167,0.375792004
4/20/17,70,Control,2017 4,3,NA,-26.782,15143.37098,3Control70,-31.48721203,NA,NA
4/20/17,70,Heated,2017 4,3,NA,-25.007,23780.30097,3Heated70,-29.52609504,NA,NA
4/20/17,90,Control,2017 4,3,NA,-25.18216302,17920.17531,3Control90,-29.7874757,6.156916667,0.295111583
4/20/17,90,Heated,2017 4,3,NA,-24.28785151,21109.64711,3Heated90,-28.82805836,9.87625,0.300882077
6/6/17,30,Control,2017 6,1,0.823154679,-22.11162729,6241.186326,1Control30,-27.18827939,14.44,0.266985716
6/6/17,30,Heated,2017 6,1,0.834264432,-21.25532547,7035.327424,1Heated30,-26.18864436,18.21503704,NA
6/6/17,50,Control,2017 6,1,NA,-24.234,8597.106845,1Control50,-29.17790997,13.05088889,0.304435171
6/6/17,50,Heated,2017 6,1,NA,-23.335,10140.66006,1Heated50,-28.13945445,17.07133333,0.317139388
6/6/17,70,Control,2017 6,1,NA,-24.129,10896.33391,1Control70,-28.92263513,NA,NA
6/6/17,70,Heated,2017 6,1,NA,-23.167,12443.96147,1Heated70,-27.86592985,NA,NA
6/6/17,90,Control,2017 6,1,0.857714527,-21.57022957,12691.08731,1Control90,-26.21526055,10.84511111,0.278552303
6/6/17,90,Heated,2017 6,1,0.876891747,-23.192,18370.37893,1Heated90,-27.75293089,14.50977778,0.275612672
6/6/17,30,Control,2017 6,2,0.832694173,-22.30165027,4540.738544,2Control30,-27.72200542,12.5175,0.226609105
6/6/17,30,Heated,2017 6,2,0.817570571,-23.68290973,4185.104068,2Heated30,-29.3517034,15.93381944,0.240761063
6/6/17,50,Control,2017 6,2,NA,-21.47758766,6046.300549,2Control50,-26.53904593,11.296875,0.282277694
6/6/17,50,Heated,2017 6,2,NA,-24.119,10599.68361,2Heated50,-28.92737444,15.376875,0.266178031
6/6/17,70,Control,2017 6,2,NA,-23.998,9859.182837,2Control70,-28.84351221,NA,NA
6/6/17,70,Heated,2017 6,2,NA,-24.009,13553.14324,2Heated70,-28.69467999,NA,NA
6/6/17,90,Control,2017 6,2,0.851546335,-24.464,13573.67329,2Control90,-29.16099176,9.693541667,0.283420593
6/6/17,90,Heated,2017 6,2,0.876764041,NA,NA,2Heated90,NA,13.380833,0.1990134
6/6/17,30,Control,2017 6,3,0.918448871,-23.974,9076.428256,3Control30,-28.86994771,14.44,0.266985716
6/6/17,30,Heated,2017 6,3,0.86739407,-23.061,7378.578651,3Heated30,-28.05912635,18.21503704,0.260846439
6/6/17,50,Control,2017 6,3,NA,-23.563,13048.85825,3Control50,-28.25275591,13.05088889,0.304435171
6/6/17,50,Heated,2017 6,3,NA,-23.044,11216.79222,3Heated50,-27.78651523,17.07133333,0.317139388
6/6/17,70,Control,2017 6,3,NA,-23.703,16830.5921,3Control70,-28.30066541,NA,NA
6/6/17,70,Heated,2017 6,3,NA,-23.027,15742.70077,3Heated70,-27.63259223,NA,NA
6/6/17,90,Control,2017 6,3,0.931560319,-23.885,17254.84222,3Control90,-28.47815051,10.84511111,0.278552303
6/6/17,90,Heated,2017 6,3,0.921834198,-23.086,19467.69877,3Heated90,-27.62892914,14.50977778,0.275612672